imageId,image_file,question,answer,fullAnswer,blip_response
n187961,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n187961.png,What is the child wearing?,jacket,The child is wearing a jacket.,a hat
n187961,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n187961.png,Who is wearing the jacket?,child,The child is wearing a jacket.,a boy
n146522,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n146522.png,Is the jacket black or red?,black,The jacket is black.,black
n507149,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n507149.png,Is the fine sand black or beige?,beige,The sand is beige.,beige
n126087,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n126087.png,Is the adult man to the right or to the left of the woman that wears a wrist band?,left,The man is to the left of the woman.,to the right
n111390,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n111390.png,Is there any pizza or plate in this image?,no,"No, there are no plates or pizzas.",no
n195249,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n195249.png,Is the long necklace both thin and beautiful?,yes,"Yes, the necklace is thin and beautiful.",yes
n126087,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n126087.png,Who is wearing the shirt?,man,The man is wearing a shirt.,the girl
n433532,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n433532.png,Are there either small spoons or forks?,no,"No, there is a spoon but it is large.",no
n290409,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n290409.png,What is the sidewalk in front of?,basket,The sidewalk is in front of the basket.,a truck
n493357,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n493357.png,Do the green trees appear to be tall and bare?,no,"No, the trees are tall but leafy.",no
n14,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n14.png,Is the skateboarder on the right of the picture?,no,"No, the skateboarder is on the left of the image.",yes
n199758,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n199758.png,What is the ethnic group of the person that is standing near the other person?,asian,The person is asian.,asian
n199758,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n199758.png,What is the short person holding?,remote control,The person is holding the remote.,a wii remote
n386682,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n386682.png,Does the dishwasher that is made of stainless steel look square and black?,no,"No, the dishwasher is square but silver.","no, it is square and black"
n313060,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n313060.png,Is she behind the coffee made of plastic?,yes,"Yes, the woman is behind the coffee.",a woman walks down the street in los angeles
n313060,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n313060.png,What is the drink that she is behind of?,coffee,The drink is coffee.,a lilt
n369313,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n369313.png,Which kind of furniture is it?,table,The piece of furniture is a table.,a wedding cake
n35676,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n35676.png,What is the appliance that is to the left of the cabinets on the right side called?,dishwasher,The appliance is a dishwasher.,microwave
n479092,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n479092.png,What food is to the left of the napkin?,sandwiches,The food is sandwiches.,sandwiches
n406334,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n406334.png,Do you see any buses near the old people?,yes,"Yes, there is a bus near the people.","yes, a bus"
n313060,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n313060.png,Which kind of drink is the woman behind of?,coffee,The woman is behind the coffee.,a latte
n483840,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n483840.png,What is the color of that jacket?,brown,The jacket is brown.,brown
n538039,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n538039.png,What is the color of the trees that are not little?,green,The trees are green.,green
n274905,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n274905.png,Are there fences in the image that are not wooden?,yes,"Yes, there is a metallic fence.",yes
n483840,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n483840.png,What type of device is he using?,phone,The man is using a phone.,a cell phone
n411121,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n411121.png,Is the shirt that looks clean long sleeved or short sleeved?,short sleeved,The shirt is short sleeved.,long sleeved
n363445,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n363445.png,Is the large lid above the container that the fork is inside of?,yes,"Yes, the lid is above the food container.",yes
n271392,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n271392.png,Is the car to the right of the other car blue and old?,yes,"Yes, the car is blue and old.",yes
n363445,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n363445.png,Does the lid above the food container have small size?,no,"No, the lid is large.",yes
n184551,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n184551.png,Does the umbrella have the same color as the bag?,yes,"Yes, both the umbrella and the bag are blue.",no
n334278,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n334278.png,What is the color of the belt made of leather?,black,The belt is black.,brown
n511913,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n511913.png,Is there a window in the scene?,yes,"Yes, there are windows.",yes
n429961,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n429961.png,What is in front of the vehicle in the top of the photo?,table,The table is in front of the vehicle.,a table with vegetables
n65202,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n65202.png,Who is looking up?,skateboarder,The skateboarder is looking up.,a boy
n429961,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n429961.png,What type of furniture is in front of the vehicle made of metal?,table,The piece of furniture is a table.,a table
n400036,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n400036.png,Who is wearing shoes?,woman,The woman is wearing shoes.,a girl
n59627,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n59627.png,What is the large animal doing?,looking up,The elephant is looking up.,he is being ridden
n59627,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n59627.png,What is the elephant doing?,looking up,The elephant is looking up.,he is being ridden
n278312,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n278312.png,What type of appliance is to the right of the oven?,toaster,The appliance is a toaster.,a refrigerator
n551964,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n551964.png,Is the shirt blue?,no,"No, the shirt is maroon.",no
n441859,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n441859.png,Where does the person to the left of the life vest stand on?,sand,The person stands on the sand.,on the surfboard
n355339,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n355339.png,Is this a black laptop?,yes,"Yes, this is a black laptop.",yes
n278312,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n278312.png,What kind of appliance is to the right of the stove?,toaster,The appliance is a toaster.,refrigerator
n16378,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n16378.png,What is the woman that is not sad holding onto?,papers,The woman is holding onto the papers.,a bag
n54424,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n54424.png,Which color is the shuttle?,blue,The shuttle is blue.,blue
n167552,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n167552.png,Does the animal next to the tree look large and yellow?,no,"No, the dog is large but black.",no
n65885,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n65885.png,What is the table in front of?,cabinet,The table is in front of the cabinet.,a teddy bear
n518912,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n518912.png,Does the jacket look long sleeved and orange?,no,"No, the jacket is long sleeved but gray.",yes
n534106,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n534106.png,Which kind of furniture does the woman sit atop?,couch,The woman sits atop the couch.,couch
n413002,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n413002.png,Is the Caucasian person holding the bag that is made of plastic?,yes,"Yes, the woman is holding the bag.",no
n160664,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n160664.png,On which side is the young person?,right,The man is on the right of the image.,right side
n179136,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n179136.png,What are the bleachers made of?,wood,The bleachers are made of wood.,concrete
n413002,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n413002.png,What animal is the woman looking at?,elephant,The woman is looking at the elephant.,a teddy bear
n65885,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n65885.png,Is there a couch on top of the gray carpet?,no,"No, there is a table on top of the carpet.",no
n518912,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n518912.png,What is the color of the jacket?,gray,The jacket is gray.,blue
n65885,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n65885.png,What's in front of the cabinet?,table,The table is in front of the cabinet.,a dog
n400036,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n400036.png,What's in front of the woman?,cars,The cars are in front of the woman.,a soccer ball
n257997,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n257997.png,Which color do you think the shorts the man wears are?,gray,The shorts are gray.,blue
n489190,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n489190.png,Who in the image is standing?,skateboarder,The skateboarder is standing.,a skateboarder
n543966,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n543966.png,Are the trees brown or green?,brown,The trees are brown.,brown
n489190,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n489190.png,Which gender is the skateboarder that is to the left of the helmet?,female,The skateboarder is female.,male
n400036,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n400036.png,What is in front of the woman?,cars,The cars are in front of the woman.,a soccer ball
n260521,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n260521.png,How tall is the person on the left?,tall,The person is tall.,he is about 5 feet tall
n310828,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n310828.png,Is the silver device to the right of her?,yes,"Yes, the computer mouse is to the right of the person.",yes
n275148,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n275148.png,Which color is the floor?,brown,The floor is brown.,white
n192021,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n192021.png,Are the couch and the fan the same color?,no,"No, the couch is red and the fan is white.",no
n70461,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n70461.png,Is the weather cloudy?,no,"No, it is clear.",yes
n167552,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n167552.png,What is the color of the chair the person sits on?,dark,The chair is dark.,brown
n119886,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n119886.png,Is the pipe thin?,yes,"Yes, the pipe is thin.",no
n315887,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n315887.png,Does the device to the right of the keyboard look smooth and large?,no,"No, the mouse is smooth but small.",yes
n172618,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n172618.png,How old is the girl that is in front of the other girl?,young,The girl is young.,she is a little girl
n68769,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n68769.png,Is the man Asian and adult?,yes,"Yes, the man is Asian and adult.",no
n35676,/content/drive/MyDrive/mmml_project_michelle/mmml_project/gqa_images/n35676.png,Does the granite countertop appear to be clean and beige?,no,"No, the counter top is clean but black.","yes, it is"
