imageId,image_file,question,answer,fullAnswer,smolvlm_response
n283587,/content/drive/MyDrive/mmml_project/gqa_images/n283587.png,What are the pieces of furniture in front of the staircase?,chairs,The pieces of furniture are chairs.,Stools? Stools? Stools? Stools? Stools? Stools? Stools
n283587,/content/drive/MyDrive/mmml_project/gqa_images/n283587.png,"How do the chairs look, black or silver?",black,The chairs are black.,The chairs are black.
n83784,/content/drive/MyDrive/mmml_project/gqa_images/n83784.png,Is the rug on top of the carpet striped and beige?,yes,"Yes, the rug is striped and beige.",Yes or No?  No.  Yes.  No.  Yes.  No.
n578564,/content/drive/MyDrive/mmml_project/gqa_images/n578564.png,On which side of the picture is the chalkboard?,left,The chalkboard is on the left of the image.,"Left side.
On which side of the picture is the toaster? Left side.
On"
n66756,/content/drive/MyDrive/mmml_project/gqa_images/n66756.png,How big is the field?,large,The field is large.,The field is large. The baseball field is large. The baseball field is large. The
n523165,/content/drive/MyDrive/mmml_project/gqa_images/n523165.png,Is the bike in the bottom of the image?,yes,"Yes, the bike is in the bottom of the image.","Yes or no? 
No. 
Yes. 
No. 
Yes."
n496803,/content/drive/MyDrive/mmml_project/gqa_images/n496803.png,"On which side of the photo is the person, the left or the right?",right,The person is on the right of the image.,The photo is taken from the left side.
n468864,/content/drive/MyDrive/mmml_project/gqa_images/n468864.png,Is the hair long and straight?,yes,"Yes, the hair is long and straight.",Yes.  No.  No.  No.  No.  No.  No.
n393305,/content/drive/MyDrive/mmml_project/gqa_images/n393305.png,What color is the t-shirt?,black,The t-shirt is black.,Black.
n235859,/content/drive/MyDrive/mmml_project/gqa_images/n235859.png,Does the glass that is standing look large and dirty?,no,"No, the glass is large but clean.","No, the glass is small and clean."
n293477,/content/drive/MyDrive/mmml_project/gqa_images/n293477.png,What is the wallet that is made of leather lying on top of?,bed,The wallet is lying on top of the bed.,A: The green purse.
n293477,/content/drive/MyDrive/mmml_project/gqa_images/n293477.png,What is the wallet lying on top of?,bed,The wallet is lying on top of the bed.,A purse.
n500308,/content/drive/MyDrive/mmml_project/gqa_images/n500308.png,What is in front of the window?,sign,The sign is in front of the window.,"a calendar?
No, it is a refrigerator."
n500308,/content/drive/MyDrive/mmml_project/gqa_images/n500308.png,What is in front of the glass window near the freezer?,sign,The sign is in front of the window.,"A calendar.
B table.
C door.
D refrigerator.
Answer: D"
n95313,/content/drive/MyDrive/mmml_project/gqa_images/n95313.png,Which kind of furniture is before the closet?,bed,The piece of furniture is a bed.,a bed? a chair? a table? a dresser? a shelf? a closet? a
n166008,/content/drive/MyDrive/mmml_project/gqa_images/n166008.png,What is the man doing?,eating,The man is eating.,"He is eating a hot dog.
He is holding it with both hands.
He is"
n166008,/content/drive/MyDrive/mmml_project/gqa_images/n166008.png,What is the person in front of the kitchen doing?,eating,The man is eating.,"He is eating a hot dog.

He is drinking water.

He is"
n386688,/content/drive/MyDrive/mmml_project/gqa_images/n386688.png,Is the sailboat underneath the plane both large and blue?,no,"No, the sailboat is large but white.",Yes.
n256120,/content/drive/MyDrive/mmml_project/gqa_images/n256120.png,Who wears shoes?,girl,The girl wears shoes.,"The two girls in the picture? 
The two girls are wearing shoes. 
The"
n184385,/content/drive/MyDrive/mmml_project/gqa_images/n184385.png,What is the cooking utensil that is to the right of the appliance that is not open?,cutting board,The cooking utensil is a cutting board.,"A spoon.
B spatula.
C whisk.
D tongs.
Answer"
n276011,/content/drive/MyDrive/mmml_project/gqa_images/n276011.png,What pieces of furniture are made of wood?,chairs,The pieces of furniture are chairs.,"Chairs and tables?

The chairs and tables are made of wood. The chairs are made"
n350732,/content/drive/MyDrive/mmml_project/gqa_images/n350732.png,Where is the person near the plants running?,lawn,The man is running on the lawn.,on the grass? on the ground? on the chair? on the chair? on the ground?
n350732,/content/drive/MyDrive/mmml_project/gqa_images/n350732.png,Where is the man running?,lawn,The man is running on the lawn.,on grass? on a field? on a sidewalk? on a road? on a sidewalk? on
n350732,/content/drive/MyDrive/mmml_project/gqa_images/n350732.png,What is the man looking at?,soccer ball,The man is looking at the soccer ball.,The ball.  The chair.  The trees.  The grass.  The chair.
n276011,/content/drive/MyDrive/mmml_project/gqa_images/n276011.png,What kind of furniture is light brown?,chairs,The furniture is chairs.,"The chairs are light brown.

The tables are light brown.

The floor"
n276011,/content/drive/MyDrive/mmml_project/gqa_images/n276011.png,What are the hard pieces of furniture called?,chairs,The pieces of furniture are chairs.,"Chairs?
Chairs?
Chairs?
Chairs?
Chairs?"
n415215,/content/drive/MyDrive/mmml_project/gqa_images/n415215.png,Does the person near the toilet look Caucasian and male?,no,"No, the person is Caucasian but female.","No, the person near the toilet is a woman."
n508733,/content/drive/MyDrive/mmml_project/gqa_images/n508733.png,Who is sitting?,women,The women are sitting.,A woman.
n475030,/content/drive/MyDrive/mmml_project/gqa_images/n475030.png,Who is sitting?,people,The people are sitting.,3 people are sitting on the horses. 1 person is sitting on the horse. 2
n508733,/content/drive/MyDrive/mmml_project/gqa_images/n508733.png,Do the old women appear to be walking?,no,"No, the women are sitting.","No, they are sitting."
n173807,/content/drive/MyDrive/mmml_project/gqa_images/n173807.png,How large are the buildings behind the fence?,large,The houses are large.,"The buildings are small.
The buildings are large.
The buildings are medium.
The"
n192021,/content/drive/MyDrive/mmml_project/gqa_images/n192021.png,What is on the ceiling?,fan,The fan is on the ceiling.,"a fan?

Yes."
n192021,/content/drive/MyDrive/mmml_project/gqa_images/n192021.png,What's on the ceiling?,fan,The fan is on the ceiling.,"a fan?

Yes. 2. 3. 4. 5."
n310828,/content/drive/MyDrive/mmml_project/gqa_images/n310828.png,Does the mousepad seem to be large or small?,small,The mousepad is small.,large.
n262920,/content/drive/MyDrive/mmml_project/gqa_images/n262920.png,How large is the window?,small,The window is small.,The window is large.
n192021,/content/drive/MyDrive/mmml_project/gqa_images/n192021.png,What is the fan on the ceiling made of?,wood,The fan is made of wood.,"Fabric?

No.

Foam?

No."
n508641,/content/drive/MyDrive/mmml_project/gqa_images/n508641.png,Does the white jersey look dirty?,no,"No, the jersey is clean.",No. The white jersey looks clean.
n234683,/content/drive/MyDrive/mmml_project/gqa_images/n234683.png,What is the long sleeved clothing item?,dress shirt,The clothing item is a dress shirt.,a shirt? a dress? a jacket? a coat? a sweater? a coat? a
n55058,/content/drive/MyDrive/mmml_project/gqa_images/n55058.png,Which color are the French fries the burger is next to?,brown,The fries are brown.,1. orange 2. yellow 3. white 4. red 5. blue
n271392,/content/drive/MyDrive/mmml_project/gqa_images/n271392.png,What is the vehicle that is on the street?,car,The vehicle is a car.,"A: Car.
A: Taxi.
A: Truck.
A:"
n234683,/content/drive/MyDrive/mmml_project/gqa_images/n234683.png,"Which type of clothing is not ugly, the suit or the dress shirt?",suit,The suit is not ugly.,Answer: Suit.
n386688,/content/drive/MyDrive/mmml_project/gqa_images/n386688.png,What watercraft is floating on the ocean?,sailboat,The watercraft is a sailboat.,sailboats? 3? 5? 10? 20? 30
n498140,/content/drive/MyDrive/mmml_project/gqa_images/n498140.png,Are there windows or doors that are made of wood?,no,"No, there is a window but it is made of glass.","- Yes, there are windows and doors made of wood.
- No, there are no"
n98544,/content/drive/MyDrive/mmml_project/gqa_images/n98544.png,Is the small heater clean or dirty?,clean,The heater is clean.,"It is dirty.
The small heater is dirty.
The small heater is dirty."
n131634,/content/drive/MyDrive/mmml_project/gqa_images/n131634.png,What is in front of the stone building?,tree,The tree is in front of the building.,a tree? a bush? a car? a motorcycle? a van? a truck? a bus
n309148,/content/drive/MyDrive/mmml_project/gqa_images/n309148.png,Which kind of vehicle isn't clean?,truck,The vehicle is a truck.,"the fire truck?

The fire truck is clean."
n433692,/content/drive/MyDrive/mmml_project/gqa_images/n433692.png,What device is on top of the mouse pad?,computer mouse,The device is a computer mouse.,a computer?  A keyboard?  A mouse?  A pen?  A book?
n233607,/content/drive/MyDrive/mmml_project/gqa_images/n233607.png,Do the rug and the window have a different colors?,yes,"Yes, the rug is red and the window is white.",Yes or No? Yes.
n579928,/content/drive/MyDrive/mmml_project/gqa_images/n579928.png,What type of vehicle is gray?,van,The vehicle is a van.,A bus.  A trailer.  A horse trailer.  A truck.  A wagon
n579928,/content/drive/MyDrive/mmml_project/gqa_images/n579928.png,What kind of vehicle is gray?,van,The vehicle is a van.,A bus.  A trailer.  A horse trailer.  A truck.  A wagon.
n263180,/content/drive/MyDrive/mmml_project/gqa_images/n263180.png,Are the clouds above the brick building?,yes,"Yes, the clouds are above the apartment building.","No, the clouds are above the bus."
n579928,/content/drive/MyDrive/mmml_project/gqa_images/n579928.png,What vehicle is large?,van,The vehicle is a van.,a bus or a trailer?  Both?  None?  Answer: Bus  Answer: Tra
n565418,/content/drive/MyDrive/mmml_project/gqa_images/n565418.png,How clean is the white snow?,dirty,The snow is dirty.,"Not dirty.

The snow is clean.

The snow is not dirty."
n302387,/content/drive/MyDrive/mmml_project/gqa_images/n302387.png,Do you see instruments near the cardboard container?,yes,"Yes, there is an instrument near the box.",No instruments are present near the cardboard container.
n381072,/content/drive/MyDrive/mmml_project/gqa_images/n381072.png,Are there cakes to the left of the plate that is to the left of the knife?,yes,"Yes, there is a cake to the left of the plate.",No. There are no cakes to the left of the plate. There is only one cake
n329479,/content/drive/MyDrive/mmml_project/gqa_images/n329479.png,What are the wheels made of?,plastic,The wheels are made of plastic.,rubber? plastic? metal? wood? 3. 4. 5. 6.
n278312,/content/drive/MyDrive/mmml_project/gqa_images/n278312.png,What pieces of furniture are this?,cabinets,These are cabinets.,"Kitchen.

The kitchen has a refrigerator, oven, microwave, and a to"
n278312,/content/drive/MyDrive/mmml_project/gqa_images/n278312.png,What kind of furniture is it?,cabinets,The pieces of furniture are cabinets.,"- Kitchen. 

- Kitchen. 

- Kitchen. 

- Kitchen."
n278312,/content/drive/MyDrive/mmml_project/gqa_images/n278312.png,Which kind of furniture is made of glass?,cabinets,The furniture is cabinets.,"cabinets? 
 2. 3. 4. 5. 6. 7"
n100552,/content/drive/MyDrive/mmml_project/gqa_images/n100552.png,What color is the huge animal?,brown,The elephant is brown.,"Elephant. 
The elephant is gray. 
The elephant is walking on the"
n532191,/content/drive/MyDrive/mmml_project/gqa_images/n532191.png,Is the black bag on the left or on the right?,right,The backpack is on the right of the image.,On the left.  On the right.  On the right.  On the left.
n14087,/content/drive/MyDrive/mmml_project/gqa_images/n14087.png,Is the comfortable couch on the left?,no,"No, the couch is on the right of the image.",Yes.  It is.  It is covered with a blanket.  The blanket is green
n28572,/content/drive/MyDrive/mmml_project/gqa_images/n28572.png,What is in front of the menu?,glass,The glass is in front of the menu.,a picture of lord byron? 2014? 2015?
n28572,/content/drive/MyDrive/mmml_project/gqa_images/n28572.png,That glass is in front of what?,menu,The glass is in front of the menu.,"A flower vase.

A picture of a man.

A table."
n489699,/content/drive/MyDrive/mmml_project/gqa_images/n489699.png,Does the snowy ground have black color?,no,"No, the ground is white.",No.  Answer: No.  Answer: No.  Answer: No.  Answer
n35676,/content/drive/MyDrive/mmml_project/gqa_images/n35676.png,On which side is the oven?,left,The oven is on the left of the image.,Left side of the image?
n246334,/content/drive/MyDrive/mmml_project/gqa_images/n246334.png,What is standing by the doors?,mirror,The mirror is standing by the doors.,a chair?  No.  A mirror?  Yes.  A phone?  No.
n346247,/content/drive/MyDrive/mmml_project/gqa_images/n346247.png,Is the manhole cover metallic and round?,yes,"Yes, the manhole cover is metallic and round.",Yes.  No.  No.  Yes.  No.  No.  Yes.
n98540,/content/drive/MyDrive/mmml_project/gqa_images/n98540.png,Does the man look young and tall?,yes,"Yes, the man is young and tall.",Yes.
n16936,/content/drive/MyDrive/mmml_project/gqa_images/n16936.png,Is it an outdoors scene?,yes,"Yes, it is outdoors.","Yes, it is.

Is it a sunny day?

Yes, it"
n16936,/content/drive/MyDrive/mmml_project/gqa_images/n16936.png,Which place is it?,skate park,It is a skate park.,Helmiin?  Grand opening?  Must wear helmet?  No smoking?  No
n363445,/content/drive/MyDrive/mmml_project/gqa_images/n363445.png,Is that food container on a bookcase?,no,"No, the food container is on the table.","No it is not.
No it is not.
No it is not.
No"
n9856,/content/drive/MyDrive/mmml_project/gqa_images/n9856.png,Which kind of clothing is not wrinkled?,hat,The clothing is a hat.,the baseball or the glove? Answer: Baseball.
n570181,/content/drive/MyDrive/mmml_project/gqa_images/n570181.png,Who is wearing trousers?,umpire,The umpire is wearing trousers.,"The batter.
The catcher.
The umpire.
The pitcher."
